id_review_main,review_rating,review_text
review_500,3,ดีดี
review_500,5,เยี่ยมยอด
review_500,3,ธรรมดา
review_500,3,ใช้ได้อยู่
review_500,5,ดี
review_500,4,ดี
review_500,4,ร้านกาแฟที่ดีพร้อมบริการที่ดี
review_500,5,positive
review_500,5,👍 …
review_500,5,👍 …
review_500,5,positive
review_500,5,การบริการที่ดี
review_500,4,positive
review_500,5,positive
review_500,5,positive
review_500,5,positive
review_500,4,positive
review_500,4,positive
review_500,3,positive
review_500,4,positive
review_500,5,positive
review_500,4,positive
review_500,5,positive
review_500,4,positive
review_500,5,positive
review_500,5,positive
review_500,5,positive
review_500,4,positive
review_500,5,positive
review_500,5,positive
review_500,5,positive
review_500,3,positive
review_500,5,positive
review_500,2,nagative
review_500,5,positive
review_500,5,positive
review_500,4,positive
review_500,5,positive
review_500,5,positive
review_500,3,positive
review_500,2,nagative
review_500,5,positive
review_500,5,positive
review_500,1,nagative
review_500,5,positive
review_500,5,positive
review_500,2,nagative
review_500,3,positive
review_500,2,nagative
review_500,4,positive
review_500,3,positive
review_500,3,positive
review_500,4,positive
review_500,4,positive
review_500,4,positive
review_500,3,positive
review_500,2,nagative
review_500,3,positive
review_500,5,positive
review_500,4,positive
review_500,5,positive
review_500,5,positive
review_500,5,positive
review_500,4,positive
review_501,5,ร้านคาเฟ่อเมซอนในปั๊มปตทอันใหม่ ร้านตกแต่ง สวยสะอาดตามสไตล์คาเฟ่อเมซอน เป็นข่าวเป็นรูปแบบใหม่แล้ว ข้างในพนักงานบริการดีมีที่นั่งเยอะ รสชาติมาตรฐานตามคาเฟ่อเมซอน มีทางลาดสำหรับผู้นำสูงอายุหรือรถเข็นด้วย อยู่ด้านในสุดของปั๊ม บรรยากาศค่อนข้างดีไม่ได้เห็นคนมานั่งทำงานบ่อย
review_501,2,Cafe Amazon มีโต๊ะนั้งในร้านเย็นๆ แต่ไม่มีปลั้กไฟให้ลูกค้าทำงานเลย ควรมีการเพิ่มปลั้กไฟตามจุดต่างๆ อำนวยความสะดวกให้ลูกค้านั่งทำงานได้ กะมานั่งทำงานซักหน่อย อดเลย ไม่มีปลั้กไฟให้เสียบ แบตโน้ตบุ้คก็มาหมดพอดี คราวหน้าคงต้องแวะ Starbuck อย่างเดียวแล้ว ที่นั่นมีชัวร์
review_501,5,ขยายปั๊มใหม่ และปรับปรุงร้านกาแฟอเมซอนใหญ่กว่าเดิม
review_501,5,แวะมาพักดื่มกาแฟ แก้ร้อนหน่อย ไม่ค่อยได้ผ่านมา จอดรถพอได้ ยังไม่เปิดให้นั่งดื่ม
review_501,2,ราคาไม่ถูกไม่แพงแต่ทำกาแฟช้ามากบรรยากาศจัดร้านสวยดูสบายตาน่านั่ง
review_501,4,คนไม่เยอะ รสชาติดีบริการดีสำหรับคนที่มารอรถมานั้งรอกินกาแฟไปพลางๆแอร์เย็นๆดีมากครับ
review_501,5,รสชาดมาตรฐาน บริการสุดยอด
review_501,3,โซน รังสิต คลอง1-4 ตระเวนกินมาทุกสาขา แต่มีสาขาเดียวที่ไม่เหมือนกับสาขาอื่นคือ พนักงานไม่เสริฟที่โต๊ะ และ แก้วไม่เพียงพอจนต้องใช้แก้วกระดาษเสริฟ พอสอบถามได้คำตอบคือ ทั้งร้านมีแก้วแค่ 7 ใบ และยังไม่ได้ล้าง
review_501,5,ดีมากครับ
review_501,5,อร่อยชื่นใจได้คุณภาพคอกาแฟ
review_501,4,มีมุมสงบๆ เล็กๆ ให้ผ่อน
review_501,5,ขนมหวานอร่อย...บริการรวดเร็วพูดเพราะลองแวะมาครับ...
review_501,5,ปั่นไปกินกาแฟ หายเหนื่อยเลยเมื่อถึงร้าน
review_501,3,มานั่งเกือบทุกเช้า สะดวก มีที่จอดรถ
review_501,4,ก็ดีครับกาแฟอร่อยจัดร้านสวยสไตล์อเมซอน
review_501,4,เหมาะสำหรับ ผู้ที่ชื่นชอบกาแฟ
review_501,5,พนง.บริการดี
review_501,5,ร้านเล็กๆบรรยากาศสบายๆดี
review_501,4,พนักงาน ชงรสชาติอร่อย เข้มดี
review_501,5,เยี่ยมครับ
review_501,5,กาแฟเข้มข้นดี
review_501,5,กว้างใหญ่ดี
review_501,4,อร่อยมาก
review_501,5,เยี่ยม
review_501,4,รสชาติกาแฟคงที่
review_501,5,มอคค่า
review_501,5,กาแฟอร่อย
review_501,5,กาแฟ แก้ง่วงได้
review_501,5,อร่อย
review_501,5,พนักงานบริการดี
review_501,3,อยู่บนถนนไม่ไกลจากถนนสายหลักจึงค่อนข้างเงียบสงบ ลูกค้าเยอะมากจนหาที่นั่งยาก เป็นถนนช้อปปิ้งเล็กๆ และมีห้องน้ำสะอาดพร้อมทิชชู่ในแต่ละห้อง
review_501,5,ดีมาก
review_501,5,เครื่องดื่มใช้ได้แต่สื่อสารกับพนักงานได้ยากเนื่องจากพวกเขาไม่พูดภาษาอังกฤษ
review_501,5,คาเฟ่อเมซอนตามปกติของคุณ สะอาด รวดเร็ว และมีใจรักการบริการ
review_501,5,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,3,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,ดี
review_501,3,positive
review_501,5,positive
review_501,5,positive
review_501,1,nagative
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,3,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,5,positive
review_501,3,positive
review_501,3,positive
review_501,4,positive
review_501,5,positive
review_501,2,nagative
review_501,4,positive
review_501,4,positive
review_501,4,positive
review_501,4,positive
review_501,4,positive
review_501,3,positive
review_501,4,positive
review_501,5,positive
review_501,5,positive
review_501,4,positive
review_501,4,positive
review_501,4,positive
review_501,3,positive
review_502,1,พนักงานหน้าตาไม่รับแขก หน้านิ่งเหวี่ยงๆมาก ไม่ยิ้มแย้มเลย  พูดอยู่ในลำคอ ต้องถาม 2 ครั้งทุกประโยคว่าพนักงานพูดว่าอะไร  มีการแจ้งใช้สิทธิ์ blue card ตั้งแต่แรก ก็ไม่แนะนำว่าต้องทำอย่างไรบ้าง  ยืนสั่งออเดอร์ พนักงานส่องกระจกเช็คหน้าตัวเองซะงั้น (เอากระจกวางบนตู้เค้ก)
review_502,2,พนักงานหน้าไม่รับแขกเลย หน้าบึ้ง มีเหวี่ยงลูกค้าด้วย ไม่มีใจบริการเลย (พนักงานคนที่จัดฟัน) ขอความหวาน 25% พนักงานบอกไม่ได้ เมนูพรีเมี่ยมหวานน้อยอยู่แล้ว
review_502,1,"ปรับปรุงเรื่องออเดอร์ไลแมนด้วยครับ
ได้รับงานตัังนานแล้ว พอมาถึงร้าน พนง.แจ้งว่า งานไม่เด้ง ต้องมาเสียเวลารอปั่นกาแฟอีก รถก็กำลังติด สนใจเครื่องรับงานด้วยครับ"
review_502,3,พนักงานมีสีหน้าบึ้งตึงนิดหน่อยครับ แอร์ก็ไม่เย็นเลย (ตอนนี้ 16.30 น.) แต่ยังดีที่ชงชาเขียวได้อร่อย 😊
review_502,1,มีโปรซื้อเครื่องดื่มแบบเดียวกันในราคา99บาทแต่พนักงานคิดราคาเต็มเราเดินเข้าไปถามไม่มีคำขอโทษจร้าาาหยิบใบเสร็จออกจากมือกูมาดูแล้วเอาเงินคืนให้แถมชักสีหน้าใส่กูไปอีก..พอครั้งเดียวพอ
review_502,5,วันนี้มีโอกาสใช้บริการที่สาขานี้ …ดีใจมากๆ  นอกจากจะบริการ ดี แลัวยังดูแลทรัพย์สินของลูกค้าที่ลืมไว้ อย่างดี ….ขอบคุณท่าน ผจก. โกะ ที่เทรน พนักงาน ทุกคนมาอย่างดี …ให้สามารถดูแลลูกค้าด้วยความเต็มใจและเข้าใจ ขอบคุณน้องๆ ที่ดูแลและส่งมอบของคืนให้ 💕🍀🌸 …
review_502,5,ดีมาก บรรยากาศดี ค่ะ
review_502,5,สถานที่ที่ดี
review_502,4,positive
review_502,4,positive
review_502,5,positive
review_502,5,positive
review_502,5,positive
review_503,2,รสชาติตามมาตรฐาน แต่การบริการเฮงซวย ที่นั่งชั้น 2 ว่างแต่ปิดตั้งแต่ 15.00 น. ให้ลูกค้านั่งดื่มตากแดดหน้าร้าน
review_503,5,"ไปซื้อชาเขียวน้ำผึ้งมะนาวเจลลี่มา ใส่มะนาวมาอย่างหอม บางสาขาไม่มีรสเปรี้ยว ไม่มีกลิ่นมะนาวเลย
พนักงานบริการดี พูดจาดี แม้จะไปตอนร้านเพิ่งเปิดไม่นาน(ตอน 6 โมงเช้า)"
review_503,5,บรรยากาศดีเป็นกันเอง เหมาะกับนั่งชิลกับกาแฟสักแก้ว มอคค่าเย็นคือดี เข้ม หอม อร่อย
review_503,5,บริการดีมาก เป็นกันเอง ให้คำแนะนำ มีที่สำหรับให้นั่งพักผ่อนและทำง่าน
review_503,5,ขอบคุณมากค่ะ
review_503,3,ขอบคุณมากค่ะคุณลูกค้า 
review_503,5,ขอบคุณมากค่ะคุณลูกค้า
review_503,5,ขอบคุณมากค่ะคุณลูกค้า
review_503,5,ทางร้านขอขอบคุณ คุณลูกค้ามากๆนะคะ 
review_503,5,ขอบคุณมากค่ะคุณลูกค้า
review_503,5,ขอบคุณมากค่ะคุณลูกค้า 
review_503,2,ขอบคุณ
review_504,2,"ปกติทานชาเขียวนมสดปั่นของอเมซอนบ่อยมาก ไปจังหวัดไหนๆก็เมนูนี้ แต่มาสาขานี้ สั่งชาเขียวนมสดปั่น บอกพนง.ว่า ขอปั่นละเอียดหน่อย(คือบางสาขาปั่นไม่ละเอียด เวลาทานจะมีน้ำแข็งเปนเกล็ดๆ)  แต่พอตอนรับของก้อแอบอึ้งไปสักพัก เลยถามพนง.ว่า ""ขอโทษนะคะ มันไม่เต็มแก้วรึป่าวคะ"" พนักงานตอบมา อึ้งหนักกว่าเดิม ""อ่อ..ของลูกค้าสั่งแบบปั่นละเอียด น้ำแข็งก้อจะน้อยแบบนี้อหละค่ะ""  เราก้อเดินออกมามึนๆ แต่ก้อมานั่งนึก.. ว่ากินสาขาอื่นๆ สั่งแบบเดียวกันทำไมไม่เห็นเปนแบบนี้เลย  เราขอปั่นละเอียดนะ ไม่ได้ขอน้ำแข็งน้อย ..#ทุกวันนี้ก้อยังข้องใจอยุ่

ปล. ภาพนี้เป็นของ #คาเฟ่อเมซอนเทสโก้โลตัสรังสิต นะคะ ลง location คลาดเคลื่อนไป ขออภัยด้วยค่ะ"
review_504,1,รอคิวช้าแล้วยังโดนข้ามคิวอีก พอขอคืนเงินพนักงานก็ทำหน้างงๆใส่อีก สรุปเสีย70บาทฟรีๆ เฟลมากค่ะ
review_504,3,น่าอร่อยๆๆๆๆๆ. มาก
review_504,5,ร้านกาแฟ ในเซียร์
review_504,5,ชอบมากกกกกกก
review_504,5,positive
review_505,2,ผู้จัดการสาขาทำให้ไม่เช็ดให้เลยงงมาก ลูกค้าก็ไม่มีรีบไปไหน
review_505,4,เช้านี้ค่อนข้างจะดี
review_505,3,positive
review_506,5,"✅️ภายในร้านดูสะอาด
✅️มีที่จอดรถบริเวณหลังร้าน
✅️มีที่นั่งให้เลือกนั่งเยอะ (นั่งได้ประมาณ 20 คน)
✅️พนักงานสุภาพ+บริการดี
✅️รสชาติได้มาตรฐาน
👍👍👍"
review_506,2,"ใช้บริการ Amazon มาทั่วประเทศ มีสาขานี้นี่แหละ ที่ชำระเงินด้วย QR CODE แล้วต้องถ่ายรูปจากโทรศัพท์ด้วย สาขาอื่นไม่มีแบบนี้เลย

แล้วก็อีกเรื่องนึง ซื้อขนมเค้ก แต่สาขาดันไม่มีช้อนให้ ไม่รู้เป็นเพราะอะไร เวลาซื้อเค้กที่สาขาอื่นไม่ว่าจะเค้กแบบไหนก็ตาม เขาก็มีช้อนพลาสติกให้หมด ยกเว้นสาขานี้อีกแล้ว

ปรับปรุงด้วยนะครับ สงสารพนักงาน"
review_506,1,บริการได้แน่มาก พนักงาน
review_506,5,ร้านกาแฟดีๆ ไว้นั่งชิวข้าง 7-11
review_506,5,positive
review_506,5,positive
review_506,5,positive
review_506,5,positive
review_506,5,positive
review_507,5,คาปูชิโน่ปั่นหวานมันซักแก้วแก้ง่วงได้เีครับ
review_507,5,สะอาด รวดเร็ว บริการดี
review_507,5,กาแฟอร่อย...
review_507,3,เสมียนไม่มีรอยยิ้ม
review_507,5,positive
